1.000000000000000000e+00   1.442380623528292417e-02
2.000000000000000000e+00   5.761506562586540814e-02
3.000000000000000444e+00   1.293341892471364662e-01
4.000000000000000000e+00   2.291848141168374431e-01
5.000000000000000000e+00   3.566181905820713927e-01
6.000000000000000000e+00   5.109392432336593570e-01
7.000000000000000888e+00   6.913142228693848201e-01
8.000000000000000000e+00   8.967798423858596157e-01
9.000000000000001776e+00   1.126253764710974270e+00
1.000000000000000178e+01   1.378546286608168803e+00
1.100000000000000178e+01   1.652373039241968433e+00
1.200000000000000178e+01   1.946368505818551808e+00
1.300000000000000178e+01   2.259100139516833305e+00
1.400000000000000178e+01   2.589082852391750400e+00
1.500000000000000178e+01   2.934793638912644997e+00
1.600000000000000000e+01   3.294686097006882530e+00
1.700000000000000000e+01   3.667204615301936421e+00
1.800000000000000000e+01   4.050798007715510352e+00
1.900000000000000000e+01   4.443932395263720636e+00
2.000000000000000000e+01   4.845103159206960441e+00
2.100000000000000000e+01   5.252845818387421595e+00
2.200000000000000355e+01   5.665745715557598317e+00
2.300000000000000000e+01   6.082446431249978858e+00
2.400000000000000000e+01   6.501656877859800510e+00
2.500000000000000355e+01   6.922157059737945595e+00
2.600000000000000000e+01   7.342802516005054514e+00
2.700000000000000000e+01   7.762527490499239846e+00
2.800000000000000000e+01   8.180346897014537433e+00
2.900000000000000000e+01   8.595357167299155776e+00
3.000000000000000355e+01   9.006736083955441785e+00
3.100000000000000711e+01   9.413741710448574551e+00
3.200000000000000000e+01   9.815710536128314345e+00
3.300000000000000711e+01   1.021205495589604872e+01
3.400000000000000711e+01   1.060226020242023282e+01
3.500000000000000000e+01   1.098588084419617594e+01
3.600000000000000711e+01   1.136253695586360912e+01
3.700000000000000711e+01   1.173191005863230529e+01
3.800000000000000000e+01   1.209373891897638309e+01
3.900000000000000711e+01   1.244781528344028487e+01
4.000000000000000711e+01   1.279397961688282592e+01
4.100000000000000000e+01   1.313211690112292906e+01
4.200000000000000711e+01   1.346215254102083314e+01
4.300000000000000711e+01   1.378404841573772899e+01
4.400000000000000711e+01   1.409779910440834882e+01
4.500000000000000711e+01   1.440342830781937522e+01
4.600000000000000711e+01   1.470098548095140600e+01
4.700000000000000711e+01   1.499054268541340917e+01
4.800000000000000711e+01   1.527219166584762178e+01
4.900000000000000711e+01   1.554604115025970046e+01
5.000000000000000711e+01   1.581221437086818327e+01
5.100000000000000711e+01   1.607084679939697835e+01
5.200000000000000000e+01   1.632208408867556315e+01
5.300000000000000711e+01   1.656608021088786487e+01
5.400000000000000711e+01   1.680299578174527042e+01
5.500000000000000000e+01   1.703299655918251787e+01
5.600000000000000711e+01   1.725625210482041183e+01
5.700000000000000711e+01   1.747293459634791901e+01
5.800000000000000000e+01   1.768321777909573811e+01
5.900000000000000711e+01   1.788727604535718285e+01
