1.000000000000000021e-03   1.215936482249212247e+00
8.684848484848484151e-02   1.216200746441764569e+00
1.726969696969696821e-01   1.216974094233538750e+00
2.585454545454545228e-01   1.218236130894770897e+00
3.443939393939393634e-01   1.219956660371816826e+00
4.302424242424241485e-01   1.222098877476271106e+00
5.160909090909090446e-01   1.224622168513607612e+00
6.019393939393938853e-01   1.227484378915434604e+00
6.877878787878787259e-01   1.230643536433179586e+00
7.736363636363635665e-01   1.234059085360093455e+00
8.594848484848482961e-01   1.237692713423341528e+00
9.453333333333332478e-01   1.241508856695809015e+00
1.031181818181818199e+00   1.245474960481324889e+00
1.117030303030302818e+00   1.249561562234615453e+00
1.202878787878787881e+00   1.253742249804046249e+00
1.288727272727272721e+00   1.257993536435886961e+00
1.374575757575757562e+00   1.262294683809079832e+00
1.460424242424242181e+00   1.266627496059845148e+00
1.546272727272727021e+00   1.270976101197843544e+00
1.632121212121211862e+00   1.275326731277440340e+00
1.717969696969696702e+00   1.279667508902609052e+00
1.803818181818181765e+00   1.283988244857549033e+00
1.889666666666666606e+00   1.288280249644221387e+00
1.975515151515151446e+00   1.292536160287582003e+00
2.061363636363636065e+00   1.296749782790718619e+00
2.147212121212120906e+00   1.300915949969096097e+00
2.233060606060605746e+00   1.305030393976464698e+00
2.318909090909090587e+00   1.309089632587207896e+00
2.404757575757575871e+00   1.313090868170653458e+00
2.490606060606060712e+00   1.317031898245138333e+00
2.576454545454545109e+00   1.320911036506277281e+00
2.662303030303029949e+00   1.324727043265582660e+00
2.748151515151514790e+00   1.328479064298426104e+00
2.834000000000000075e+00   1.332166577174717981e+00
2.919848484848484471e+00   1.335789344224870945e+00
3.005696969696969756e+00   1.339347371373296403e+00
3.091545454545454152e+00   1.342840872148836517e+00
3.177393939393939437e+00   1.346270236254495378e+00
3.263242424242423834e+00   1.349636002146586078e+00
3.349090909090908674e+00   1.352938833135473473e+00
3.434939393939393515e+00   1.356179496576428889e+00
3.520787878787878356e+00   1.359358845769790713e+00
3.606636363636363640e+00   1.362477804235011192e+00
3.692484848484848037e+00   1.365537352063548093e+00
3.778333333333333321e+00   1.368538514091401259e+00
3.864181818181817718e+00   1.371482349663780020e+00
3.950030303030302559e+00   1.374369943792345339e+00
4.035878787878787399e+00   1.377202399530079280e+00
4.121727272727272684e+00   1.379980831410488662e+00
4.207575757575757081e+00   1.382706359816826103e+00
4.293424242424242365e+00   1.385380106163710989e+00
4.379272727272726762e+00   1.388003188788115017e+00
4.465121212121211158e+00   1.390576719459502453e+00
4.550969696969696443e+00   1.393101800430114778e+00
4.636818181818180840e+00   1.395579521956211044e+00
4.722666666666666124e+00   1.398010960229672417e+00
4.808515151515151409e+00   1.400397175666908245e+00
4.894363636363635806e+00   1.402739211508580830e+00
4.980212121212121090e+00   1.405038092689444795e+00
5.066060606060605487e+00   1.407294824942642242e+00
5.151909090909090772e+00   1.409510394107228004e+00
5.237757575757575168e+00   1.411685765611562449e+00
5.323606060606059565e+00   1.413821884108624527e+00
5.409454545454544849e+00   1.415919673242257870e+00
5.495303030303030134e+00   1.417980035525983284e+00
5.581151515151514531e+00   1.420003852318298510e+00
5.666999999999999815e+00   1.421991983880387389e+00
5.752848484848484212e+00   1.423945269503936517e+00
5.838696969696968608e+00   1.425864527698282869e+00
5.924545454545453893e+00   1.427750556427494155e+00
6.010393939393939178e+00   1.429604133389154930e+00
6.096242424242423574e+00   1.431426016327700834e+00
6.182090909090907971e+00   1.433216943376027563e+00
6.267939393939393256e+00   1.434977633419955101e+00
6.353787878787878540e+00   1.436708786480784150e+00
6.439636363636363825e+00   1.438411084111848037e+00
6.525484848484847333e+00   1.440085189805484056e+00
6.611333333333332618e+00   1.441731749407336727e+00
6.697181818181817903e+00   1.443351391535329320e+00
6.783030303030303187e+00   1.444944728000999934e+00
6.868878787878786696e+00   1.446512354231248576e+00
6.954727272727271981e+00   1.448054849688783063e+00
7.040575757575757265e+00   1.449572778289849984e+00
7.126424242424241662e+00   1.451066688818025918e+00
7.212272727272726947e+00   1.452537115333038198e+00
7.298121212121211343e+00   1.453984577573772308e+00
7.383969696969695740e+00   1.455409581354741189e+00
7.469818181818181024e+00   1.456812618955446892e+00
7.555666666666666309e+00   1.458194169502161852e+00
7.641515151515151594e+00   1.459554699341756079e+00
7.727363636363635102e+00   1.460894662407286937e+00
7.813212121212120387e+00   1.462214500575143683e+00
7.899060606060605672e+00   1.463514644013587107e+00
7.984909090909090956e+00   1.464795511522605898e+00
8.070757575757575353e+00   1.466057510865031110e+00
8.156606060606058861e+00   1.467301039088918957e+00
8.242454545454544146e+00   1.468526482841219227e+00
8.328303030303029431e+00   1.469734218672802184e+00
8.414151515151514715e+00   1.470924613334922748e+00
8.500000000000000000e+00   1.472098024067237443e+00
