1.000000000000000000e+00   1.441391684641104252e-02
2.000000000000000000e+00   5.745759816981890755e-02
3.000000000000000444e+00   1.285433847049192724e-01
4.000000000000000000e+00   2.267132852297039092e-01
5.000000000000000000e+00   3.506698181777034296e-01
6.000000000000000000e+00   4.988166719903852631e-01
7.000000000000000888e+00   6.693069345808113635e-01
8.000000000000000000e+00   8.600963458895766189e-01
9.000000000000001776e+00   1.068998932599848128e+00
1.000000000000000178e+01   1.293742481925788113e+00
1.100000000000000178e+01   1.532021574524956353e+00
1.200000000000000178e+01   1.781546284028432625e+00
1.300000000000000178e+01   2.040085114412258704e+00
1.400000000000000178e+01   2.305501237933235803e+00
1.500000000000000178e+01   2.575781572206544467e+00
1.600000000000000000e+01   2.849058660867095583e+00
1.700000000000000000e+01   3.123625674899701998e+00
1.800000000000000000e+01   3.397945119241562395e+00
1.900000000000000000e+01   3.670652009838856422e+00
2.000000000000000000e+01   3.940552386079060110e+00
2.100000000000000000e+01   4.206618053878550256e+00
2.200000000000000355e+01   4.467978429987965683e+00
2.300000000000000000e+01   4.723910293312694186e+00
2.400000000000000000e+01   4.973826158382147256e+00
2.500000000000000355e+01   5.217261881785075772e+00
2.600000000000000000e+01   5.453864004246335107e+00
2.700000000000000000e+01   5.683377226352161138e+00
2.800000000000000000e+01   5.905632319681216380e+00
2.900000000000000000e+01   6.120534690194865846e+00
3.000000000000000355e+01   6.328053738506723924e+00
3.100000000000000711e+01   6.528213102220005837e+00
3.200000000000000000e+01   6.721081818210664416e+00
3.300000000000000711e+01   6.906766406360389077e+00
3.400000000000000711e+01   7.085403849367215123e+00
3.500000000000000000e+01   7.257155424366575680e+00
3.600000000000000711e+01   7.422201329710937046e+00
3.700000000000000711e+01   7.580736043032912264e+00
3.800000000000000000e+01   7.732964343466442791e+00
3.900000000000000711e+01   7.879097930612707579e+00
4.000000000000000711e+01   8.019352574675330914e+00
4.100000000000000000e+01   8.153945735479220858e+00
4.200000000000000711e+01   8.283094592298910541e+00
4.300000000000000711e+01   8.407014431149072209e+00
4.400000000000000711e+01   8.525917341128556259e+00
4.500000000000000711e+01   8.640011176339934096e+00
4.600000000000000711e+01   8.749498744676683870e+00
4.700000000000000711e+01   8.854577189278256100e+00
4.800000000000000711e+01   8.955437532638592657e+00
4.900000000000000711e+01   9.052264357184354182e+00
5.000000000000000711e+01   9.145235599604312426e+00
5.100000000000000711e+01   9.234522439316934950e+00
5.200000000000000000e+01   9.320289264223047709e+00
5.300000000000000711e+01   9.402693699326521326e+00
5.400000000000000711e+01   9.481886685943354820e+00
5.500000000000000000e+01   9.558012601084623583e+00
5.600000000000000711e+01   9.631209408218937895e+00
5.700000000000000711e+01   9.701608832021069162e+00
5.800000000000000000e+01   9.769336550920671769e+00
5.900000000000000711e+01   9.834512402301164968e+00
